,Character,Text,total_number,Label
13095,Zuko,  unquestionable honor  but ive made so many mistakes ,59,positive
13096,Iroh,yes  you have    youve struggled  youve suffered  but you have always followed your own path    you restored your own honor  and only you can restore the honor of the fire nation ,59,positive
13097,Zuko,  ill try  uncle ,59,positive
13098,Toph,  well  what if aang doesnt come back ,59,positive
13099,Iroh,  sozins comet is arriving  and our destinies are upon us  aang will face the fire lord    when i was a boy  i had a vision that i would one day take ba sing se    only now do i see that my destiny is to take it back from the fire nation    so the earth kingdom can be free again ,59,positive
13101,Iroh,yes    zuko  you must return to the fire nation  so that when the fire lord falls  you can assume the throne and restore peace and order    but azula will be there  waiting for you ,59,positive
13102,Zuko,i can handle azula ,59,positive
13103,Iroh,not alone    youll need help ,59,positive
13104,Zuko,  youre right  katara    how would you like to help me put azula in her place ,59,positive
13105,Katara,it would be my pleasure ,59,positive
13106,Sokka,what about us    whats our destiny today ,59,positive
13107,Iroh,  what do you think it is ,59,positive
13108,Sokka,  i think that  even though we dont know where aang is  we need to do everything we can to stop the airship fleet ,59,positive
13109,Toph,  and that means when aang does face the fire lord  well be right there if he needs us   ,59,positive
13112,Sokka,  thank you  master ,59,positive
13114,Zuko,  so if im going to be fire lord after the war is over    what are you going to do ,59,positive
13115,Iroh,  after i re conquer ba sing se  im going to re conquer my tea shop  and im going to play pai sho every day   ,59,positive
13117,Katara,goodbye  general iroh ,59,positive
13118,Iroh,  goodbye  everyone  today  destiny is our friend    i know it ,59,positive
13120,Aang,  a lion turtle    maybe you can help me  everyone  even my own past lives  are expecting me to end someones life    but i dont know if i can do it ,59,positive
13128,Katara,zuko  dont worry  we can take azula ,60,positive
13129,Zuko,its not her im worried about  im worried about aang  what if he doesnt have the guts to take out my father  what if he loses ,60,positive
13130,Katara,  aang wont lose  hes gonna come back    he has to   ,60,positive
13132,Azula,  what am i holding ,60,positive
13134,Azula,correct  and what day is this ,60,positive
13136,Azula,yes  it is  so  please  tell me why  on the most important day of my life  youve decided to leave a pit in my cherry   ,60,positive
13138,Azula,small  do you realize what couldve happened if i hadnt sensed the pit in time ,60,positive
13140,Azula,yes  then you will understand the severity of your crime ,60,positive
13142,Azula,oh very well  since it is a special day  i will show mercy  you are banished  leave this palace immediately ,60,positive
13144,Azula,what are you all looking at  i have two feet that need scrubbing  and make sure you get in between the toes  i wont have my first day as fire lord marred by poor foot hygiene ,60,positive
13147,Toph,too bad the fire lords about to use it to destroy the world ,60,positive
13149,Sokka,were too late  the fleets already taking off ,60,positive
13150,Toph,then were taking off  too  wheres the closest airship ,60,positive
13151,Sokka,its right      ,60,positive
13154,Azula,actually  everythings not all right  do you know how long it took you to get here ,60,positive
13156,Azula,five  to be precise  in which time an assassin couldve snuck in  done away with me and been on his merry way ,60,positive
13158,Azula,is this how you plan to treat your new fire lord  with tardiness and disloyalty ,60,positive
13160,Azula,and im sure thats just what you told long feng before you turned against him and joined me    youre all banished ,60,positive
13162,Azula,goodbye ,60,positive
13164,Azula,please send in the next group on your way out   ,60,positive
13166,Sokka,  sshhh    ,60,positive
13168,Toph,thats how its done ,60,positive
13169,Sokka,good work  toph  time to take control of the ship  take the wheel ,60,positive
13170,Toph,  thats a great idea  let the blind girl steer the giant airship ,60,positive
13171,Sokka,i was talking to suki ,60,positive
13172,Toph,that would make a lot more sense ,60,positive
13174,Sokka,take us down closer to the water  ive got an idea    attention  crew  this is your captain speaking  everyone please report to the bomb bay immediately for hot cakes and sweet cream  we have a very special birthday to celebrate ,60,positive
13185,Sokka,fire lord ozai  here we come ,60,positive
13190,Azula,none of them could be trusted  sooner or later  they all would have betrayed me  just like mai and ty lee did ,60,positive
13192,Azula,  my father asked you to come here and talk to me  didnt he   he thinks i cant handle the responsibility of being fire lord  but i will be the greatest leader in fire nation history ,60,positive
13195,Azula,  what  which one of you just said that ,60,positive
13197,Azula,what a shame     theres only one way to resolve this  you two must duel each other  i order you to fight an agni kai ,60,positive
13200,Azula,all right  fine    lo  youre banished    li  you can stay   ,60,positive
13205,Iroh,  only once every hundred years can a firebender experience this kind of power ,60,positive
13207,Azula,all right hair  its time to face your doom ,60,positive
13210,Azula,what are you doing here  ,60,positive
13212,Azula,dont pretend to act proud  i know what you really think of me  you think im a monster ,60,positive
13214,Azula,  well what choice do i have     trust is for fools  fear is the only reliable way  even you fear me ,60,positive
13217,Sokka,were not gonna catch up to him in time ,60,positive
13220,Aang,momo  time for you to go ,60,positive
13223,Sokka,  its aang  hes back ,60,positive
13226,Aang,please listen to me  we dont have to fight  you have the power to end it here and stop what youre doing ,60,positive
13229,Sokka,  go  aang  airbending slice   ,60,positive
13231,Sokka,the fire lord is aangs fight  we need to stay focused on stopping that fleet from burning down the earth kingdom ,60,positive
13232,Toph,  and how do we do that  captain boomerang    i cant see outside of this floating hunk of metal ,60,positive
13233,Sokka,  airship slice ,60,positive
13235,Toph,whoa  thats a lot of fire  isnt it ,60,positive
13237,Sokka,its gonna be a rough ride  we need to get to the top of this thing  fast ,60,positive
13240,Sokka,watch each others backs  and if we make it that far  ill let you know ,60,positive
13242,Sokka,suki ,60,positive
13245,Sokka,  no      ,60,positive
13246,Toph,sokka  i think weve gotta    ,60,positive
13247,Toph and Sokka,jump ,60,positive
13251,Azula,  what are you waiting for  do it ,60,positive
13253,Zuko,sorry  but youre not gonna become fire lord today    i am ,60,positive
13254,Azula,  youre hilarious ,60,positive
13255,Katara,  and youre going down ,60,positive
13257,Azula,wait  you want to be fire lord  fine  lets settle this  just you and me  brother  the showdown that was always meant to be  agni kai ,60,positive
13258,Zuko,  youre on ,60,positive
13260,Katara,what are you doing  shes playing you  she knows she cant take us both  so shes trying to separate us ,60,positive
13261,Zuko,i know  but i can take her this time ,60,positive
13262,Katara,but even you admitted to your uncle that you would need help facing azula ,60,positive
13263,Zuko,theres something off about her  i cant explain it but shes slipping  and this way  no one else has to get hurt ,60,positive
13265,Azula,  im sorry it has to end this way  brother ,60,positive
13266,Zuko,  no youre not ,60,positive
13269,Zuko,  no lightning today  whats the matter    afraid ill redirect it ,60,positive
13270,Azula,oh  ill show you lightning ,60,positive
13272,Zuko,  no ,60,positive
13274,Katara,  zuko ,60,positive
13281,Sokka,toph  metalbend the rudder so its jammed in a turning position  the ship will spiral and slam into the others ,61,positive
13282,Toph,got it   ,61,positive
13283,Sokka,have i ever mentioned how sweet it is that you invented metalbending ,61,positive
13284,Toph,  you could stand to mention it more ,61,positive
13286,Sokka,  my leg  hang on toph ,61,positive
13287,Toph,aye  aye  captain ,61,positive
13289,Sokka,  bye  space sword ,61,positive
13291,Sokka,i dont think boomerangs coming back  toph  it looks like this is the end   ,61,positive
13292,Toph,how did that happen  did boomerang come back ,61,positive
13293,Sokka,  no  suki did   ,61,positive
13297,Azula,id really rather our family physician look after little zuzu if you dont mind    zuzu  you dont look so good ,61,positive
13299,Azula,there you are  filthy peasant ,61,positive
13301,Zuko,thank you  katara ,61,positive
13302,Katara,i think im the one who should be thanking you ,61,positive
13304,Aang,  fire lord ozai  you and your forefathers have devastated the balance of this world  and now you shall pay the ultimate price    no  im not gonna end it like this ,61,positive
13312,Aang,i took away your firebending  you cant use it to hurt or threaten anyone else ever again ,61,positive
13314,Sokka,you did it  you shouldve seen yourself  it was amazing  you were all like   and the fire lord was all like  ,61,positive
